,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
77324,0.74488336,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PROCESSING
161491,0.7448806,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,ON_HOLD
58777,0.74483865,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING
10078,0.7447916,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,PENDING_PAYMENT
141086,0.7447361,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
8102,0.7447277,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,CLOSED
75120,0.744718,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Home Office,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,CLOSED
71255,0.74467397,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PROCESSING
159905,0.7446333,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PROCESSING
27571,0.74462587,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
24244,0.74456066,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
165882,0.74454814,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
135570,0.74451506,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
50796,0.7445081,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
77093,0.744495,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East Africa,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
127652,0.74449193,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
30937,0.74447155,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,ON_HOLD
132977,0.7444674,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
106742,0.7444264,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
46315,0.7444098,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
114747,0.7443911,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,ON_HOLD
108587,0.74438745,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Corporate,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,CLOSED
116270,0.7443855,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Corporate,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,COMPLETE
45604,0.7443782,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
90309,0.74435174,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,CLOSED
13404,0.74434763,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Under Armour Kids' Mercenary Slide,Electronics,Footwear,Second Class,COMPLETE
139730,0.74431235,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING
76030,0.7442038,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
66003,0.74420345,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,CLOSED
41699,0.74417156,High Risk,0,"Shipping Mode_Standard Class,Product Name_encoded,Mode Risk Flag",Central America,Consumer,Puerto Rico,TaylorMade Women's RBZ SL Rescue,Golf Apparel,Outdoors,Second Class,COMPLETE
122639,0.74416804,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,PROCESSING
132177,0.744154,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING_PAYMENT
173194,0.744153,High Risk,0,"Shipping Mode_Same Day,Mode Risk Flag,Shipping Mode_Standard Class",Northern Europe,Consumer,Puerto Rico,Web Camera,Cameras ,Technology,Same Day,PENDING_PAYMENT
167741,0.74411565,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
12101,0.7440615,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,CLOSED
71461,0.74403805,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
135011,0.74403745,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
171297,0.7439916,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
5815,0.74399066,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",West of USA ,Consumer,Puerto Rico,Glove It Urban Brick Golf Towel,Trade-In,Outdoors,Second Class,COMPLETE
34228,0.7439391,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
117094,0.7439215,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Corporate,EE. UU.,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,Second Class,COMPLETE
127282,0.74391466,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Corporate,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,CLOSED
738,0.7438759,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,CLOSED
169951,0.7438616,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
135767,0.7438612,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
60302,0.74385566,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
150741,0.743821,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
82522,0.7437885,High Risk,1,"Product Name_encoded,Shipping Mode_Standard Class,Order Profit Per Order",Western Europe,Consumer,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,Standard Class,COMPLETE
152031,0.7437797,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Caribbean,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
81053,0.7437449,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
87900,0.74373716,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
24289,0.74369174,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
123955,0.74360484,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Europe,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING
28566,0.74360013,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",North Africa,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,ON_HOLD
406,0.74358207,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
100587,0.74355674,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
119648,0.74354994,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
113015,0.7435371,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
142023,0.7435337,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,CLOSED
159387,0.7435218,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
135012,0.7434818,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
94946,0.7434661,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",North Africa,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,CLOSED
21567,0.7434626,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
160945,0.74346215,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West Africa,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
150681,0.7434222,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
88425,0.74341244,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West Asia,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,PROCESSING
55545,0.74341124,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Product Name_encoded",Central America,Consumer,EE. UU.,LIJA Women's Button Golf Dress,Golf Shoes,Outdoors,Second Class,PENDING_PAYMENT
9331,0.7433561,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PROCESSING
162345,0.7433287,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Corporate,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING
38309,0.74329,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING_PAYMENT
113102,0.7432075,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
29388,0.7431781,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,CLOSED
83694,0.74317586,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
103942,0.74316466,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
127050,0.7431249,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
154349,0.7431206,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
156122,0.7431203,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
163466,0.7431133,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Eastern Asia,Consumer,Puerto Rico,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,Outdoors,Second Class,PENDING_PAYMENT
30432,0.743102,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
134447,0.7430996,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Eastern Asia,Home Office,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING_PAYMENT
169829,0.7430567,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PROCESSING
179269,0.74301326,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,Toys ,Toys,Fan Shop,Second Class,PENDING
154836,0.7430037,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Caribbean,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
25960,0.74298704,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
10606,0.7429794,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
22420,0.7428925,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
10926,0.7428135,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
22300,0.7427957,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
42099,0.74278367,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PENDING_PAYMENT
166820,0.7427569,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
87911,0.74274695,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING
157871,0.7427434,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
147362,0.7427168,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",Southeast Asia,Corporate,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,ON_HOLD
15333,0.7427033,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING
111504,0.74268794,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
45030,0.74265546,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,CLOSED
